"","TwoHour_mean","xBaseline_mean","theta","prob","log2FC","threshold"
"10043",43.62,38.4316666666667,0.606682177477157,0.726395397800045,0.182694226843723,"FALSE"
"5683",30.41,30.8633333333333,-0.0631277657391242,0.780126544304134,-0.0213480693820596,"FALSE"
"51025",36.4416666666667,36.0633333333333,0.0462297160118766,0.763986327119563,0.0150561913720424,"FALSE"
"1737",21.9083333333333,23.1383333333333,-0.185472968413537,0.788541944558576,-0.078805213961477,"FALSE"
"83460",44.0816666666667,48.7633333333333,-0.554949096828327,0.637868585424888,-0.145617976932579,"FALSE"
"1292",43.475,33.6933333333333,0.551773254257483,0.726291380315019,0.367722863970331,"FALSE"
"153527",23.2216666666667,24.1083333333333,-0.135613580813087,0.78791232279757,-0.0540603963307949,"FALSE"
"84335",47.5483333333333,43.5783333333333,0.434142917188153,0.706653864115138,0.125783751353588,"FALSE"
"3396",28.995,30.0083333333333,-0.131274837082131,0.78761362802745,-0.0495590554240946,"FALSE"
"10440",21.2566666666667,21.4016666666667,-0.019544211761711,0.772879267730803,-0.00980777120173112,"FALSE"
"23625",47.1066666666667,48.1083333333333,-0.0831655163148916,0.782788041067917,-0.0303555710044947,"FALSE"
"51078",40.5466666666667,41.3183333333333,-0.0782314777555107,0.782184483681296,-0.0271987454230506,"FALSE"
"9555",33.27,34.4416666666667,-0.137253964437278,0.788016173841463,-0.0499330916578802,"FALSE"
"11017",38.855,39.8566666666667,-0.103681265510788,0.785067301627914,-0.0367207965581158,"FALSE"
"6856",31.7383333333333,33.1466666666667,-0.202364269417196,0.787873013819553,-0.0626374253684509,"FALSE"
"51128",31.83,31.32,0.0704075163049976,0.760325267220931,0.0233029443448803,"FALSE"
"54469",35.8766666666667,38.47,-0.307281395284099,0.768486587881351,-0.10068797524319,"FALSE"
"5481",28.94,27.2666666666667,0.231580725763981,0.727261114954141,0.0859265794237698,"FALSE"
"23478",28.0983333333333,28.4266666666667,-0.0465935773390584,0.777495500418754,-0.0167603785683511,"FALSE"
"7536",48.5133333333333,45.0983333333333,0.383008004948702,0.70020632801527,0.105307192162399,"FALSE"
"3183",34.9516666666667,33.0216666666667,0.214860737874167,0.73120274188627,0.0819483143406481,"FALSE"
"9538",27.6433333333333,27.4283333333333,0.0318799008268218,0.765947627218737,0.0112646312857518,"FALSE"
"7184",24.1866666666667,24.2633333333333,-0.0101484015641864,0.771390893385522,-0.00456580854982153,"FALSE"
"9741",48.6816666666667,48.1133333333333,0.0540489956740576,0.762832790077961,0.0169418069954955,"FALSE"
"5862",29.6933333333333,31.225,-0.182923362323405,0.788618427130191,-0.0725625144286862,"FALSE"
"51295",32.9316666666667,31.81,0.142972909549675,0.7484028966846,0.0499951564812306,"FALSE"
"51504",39.9866666666667,37.1833333333333,0.346270205012697,0.70336231697326,0.104862913737237,"FALSE"
"5339",39.6966666666667,35.79,0.419043879993192,0.703704750949904,0.149461325443422,"FALSE"
"2130",33.8816666666667,33.74,0.0182976873054718,0.767625642607404,0.00604487012947336,"FALSE"
"56950",37.935,38.76,-0.11817000627731,0.786511853094697,-0.0310390330306863,"FALSE"
"91369",35.3883333333333,36.65,-0.160422160954939,0.788841255606794,-0.0505393808840334,"FALSE"
"6097",51.37,33.41,1.93157995591879,0.960323881706911,0.620646091011989,"TRUE"
"3476",31.7183333333333,32.2416666666667,-0.0648807389469763,0.780383039953026,-0.0236093575456313,"FALSE"
"25957",24.6216666666667,27.195,-0.308473218209872,0.767987976890837,-0.143413003121731,"FALSE"
"58526",44.0783333333333,51.09,-0.748832427694973,0.499730201761021,-0.212971261220395,"FALSE"
"8996",42.4833333333333,42.9333333333333,-0.0435865588804409,0.776986670703103,-0.0152012200924153,"FALSE"
