"","Trained_mean","xBaseline_mean","theta","prob","log2FC","threshold"
"9098",3.175,6.14166666666667,-1.17376550447541,0.550115711882443,-0.951873621601748,"FALSE"
"65980",5.49333333333333,5.73666666666667,-0.103678745213939,0.00615454346985167,-0.062530854856985,"FALSE"
"55266",5.21333333333333,5.42333333333333,-0.0921620571711431,0.00367550857747379,-0.0569737383651755,"FALSE"
"200081",4.075,3.82166666666667,0.127414641227872,0.077903668626728,0.0925981102588025,"FALSE"
"8703",3.98833333333333,4.05,-0.0317470991143091,3.04758868034938e-05,-0.0221359169546443,"FALSE"
"3017",9.01333333333333,8.04,0.25229391242607,0.200569301287497,0.1648652443821,"FALSE"
"729234",5.04,3.69833333333333,0.562709959025852,0.398893399937751,0.446548472024061,"FALSE"
"692312",4.92166666666667,4.71833333333333,0.0777005994138053,0.0501878985819496,0.060869607228207,"FALSE"
"164",4.98333333333333,4.695,0.136730560447699,0.0842145897221375,0.0859859207105367,"FALSE"
"83595",5.56166666666667,4.05166666666667,0.615279594282641,0.446412640675432,0.45700179315359,"FALSE"
"25853",4.70833333333333,4.29333333333333,0.198586246725225,0.14333975084635,0.133118274075296,"FALSE"
"23063",4.35666666666667,4.58666666666667,-0.109608092356728,0.00786595987449845,-0.0742213289066649,"FALSE"
"54976",5.555,4.46833333333333,0.458522659125475,0.333792263980912,0.314050098127687,"FALSE"
